Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Manhattan,Chinatown-Two Bridges,NW Henry St & Pike St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,1,1000600,,,40.71327374,-73.99222919,7,40509,POINT (-73.99222919 40.71327374),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=243,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363935,65,10,MN03,MN031,MN,27
Manhattan,East Village,SW Ave D & E 5 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,2,1002601,,,40.72193086,-73.97755169,9,40496,POINT (-73.97755169 40.72193086),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=303,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363995,65,10,MN03,MN033,MN,27
Manhattan,Greenwich Village,SE Bleecker St & 6 Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,102,2,1006500,,,40.72948122,-74.00212242,6,40477,POINT (-74.00212242 40.72948122),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=311,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364003,66,10,MN02,MN022,MN,27
Queens,Old Astoria-Hallets Point,NE 21st Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007900,,,40.76737357,-73.92958358,114,40232,POINT (-73.92958358 40.76737357),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=109,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363801,36,14,QW01,QW013,QW,59
Brooklyn,Prospect Heights,NE Underhill Avenue & Eastern Parkway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3020700,,,40.67310418,-73.96755293,77,40361,POINT (-73.96755293 40.67310418),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=162,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363854,44,10,BKN08,BKN081,BKN,20
Queens,East Elmhurst,McIntosh Neighborhood Assoc.,"25-16 McIntosh St, East Elmhurst, NY, 11369",,April - November,Every 3rd Saturday of the month (Start Time: 10:00 AM - End Time:  12:00 PM),,https://bqlt.org/garden/mcintosh-neighborhood-garden,403,21,4036700,,,40.7640828,-73.8695398,115,40772,POINT (-73.8695398 40.7640828),,,35,14,QW03,QW031,QW,13
Manhattan,Hamilton Heights-Sugar Hill,Frank White Memorial Garden,"506 West 143rd Street, New York, NY 10031",Brotherhood/Sister Sol,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),Garden staff will be available for questions or concerns from 10am-6pm.,www.brotherhood-sistersol.org,109,7,1022900,,,40.824235,-73.94983,30,40408,POINT (-73.94983 40.824235),,,71,13,MN09,MN093,MN,30
Brooklyn,East New York (North),East New York Farms: Concerned Residents of Barbey Street Community Garden,"351 Barbey St, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),,ucceny.org/enyf-old/compost/,305,42,3115000,,,40.6742335,-73.8878004,75,40745,POINT (-73.8878004 40.6742335),,,54,8,BKN05,BKN051,BKN,19
Brooklyn,East Flatbush-Erasmus,Newkirk Ave - Little Haiti Food Scrap Drop-off Site,Newkirk Ave & Nostrand Ave,GrowNYC,Year Round,Wednesdays (Start Time: 9:30 AM - End Time:  1:30 PM),,grownyc.org/compost,317,45,3082800,,,40.6400446,-73.9482956,67,40783,POINT (-73.9482956 40.6400446),,,42,9,BKN17,BKN175,BKN,21
Queens,Old Astoria-Hallets Point,SE 31st Avenue & 14th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007700,,,40.76808088,-73.93193347,114,40227,POINT (-73.93193347 40.76808088),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=120,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363812,36,14,QW01,QW013,QW,59
Manhattan,Upper West Side-Lincoln Square,SW W 72 St & Central Park W,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,6,1015700,,,40.77622161,-73.9761931,20,40613,POINT (-73.9761931 40.77622161),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=367,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364059,67,12,MN07,MN071,MN,47
Staten Island,Port Richmond,NW Innis Street & St Josephs Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,5021300,,,40.6337035,-74.14217077,121,40425,POINT (-74.14217077 40.6337035),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=219,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363911,61,11,SI01,SI013,SI,23
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Macon Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3026900,,,40.68175218,-73.94362126,79,40293,POINT (-73.94362126 40.68175218),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=92,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363784,56,8,BKN03,BKN033,BKN,25
Bronx,Belmont,SE East 183 Street & Cambreleng Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,2039100,,,40.85214985,-73.88634603,48,40687,POINT (-73.88634603 40.85214985),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=429,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364121,78,15,BX06,BX061,BX,33
Queens,Astoria (Central),SE 31st Avenue & 36th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4006100,,,40.76236315,-73.91936067,114,40210,POINT (-73.91936067 40.76236315),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=152,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363844,36,14,QW01,QW014,QW,59
Bronx,Mount Hope,SW Mount Hope Place & Walton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,2023301,,,40.84901271,-73.90952233,46,40672,POINT (-73.90952233 40.84901271),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=420,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364112,77,15,BX05,BX052,BX,33
Manhattan,Tribeca-Civic Center,Hudson River Park's Pier 25 at N. Moore St.,Pier 25 at N. Moore St. near kid's playground,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,101,1,1003900,,,40.7202214,-74.0128434,1,40453,POINT (-74.0128434 40.7202214),,,66,10,MN01,MN013,MN,27
Manhattan,Washington Heights (South),NE Amsterdam Avenue & West 155th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,1023900,,,40.83161372,-73.94291718,33,40440,POINT (-73.94291718 40.83161372),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=401,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364093,71,13,MN12,MN121,MN,31
Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Gowanus Salt Lot,"2 2nd Ave, Brooklyn, NY 11215",NYC Compost Project Hosted by Big Reuse,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,https://www.bigreuse.org/service/compost/,306,39,3011902,,,40.67541,-73.99128,78,40354,POINT (-73.99128 40.67541),,,52,10,BKS06,BKS064,BKS,26
Manhattan,Harlem (North),NW West 132 Street & Adam Clayton Powell Jr Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1022600,,,40.81357603,-73.94525472,32,40601,POINT (-73.94525472 40.81357603),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=368,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364060,70,13,MN10,MN103,MN,30
Bronx,Parkchester,SE Purdy Street & East Tremont Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,2021001,,,40.84212899,-73.85504935,43,40255,POINT (-73.85504935 40.84212899),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=442,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364134,87,14,BX09,BX093,BX,34
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3043500,,,40.69517863,-73.91169753,83,40337,POINT (-73.91169753 40.69517863),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=142,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363834,54,7,BKN04,BKN043,BKN,18
Manhattan,Upper West Side-Manhattan Valley,SE Broadway & W 102 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,7,1018700,,,40.79837079,-73.96888428,24,40640,POINT (-73.96888428 40.79837079),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=373,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364065,69,13,MN07,MN075,MN,30
Queens,Astoria (East)-Woodside (North),NW Broadway & 51st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,4016300,,,40.75444697,-73.9091628,114,40238,POINT (-73.9091628 40.75444697),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=201,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363893,34,7,QW01,QW015,QW,12
Manhattan,Harlem (North),NW West 135 Street & 5th Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1021200,,,40.81308249,-73.93777002,32,40608,POINT (-73.93777002 40.81308249),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=379,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364071,70,13,MN10,MN103,MN,30
Brooklyn,Coney Island-Sea Gate,PS 90 Coney Island,"2840 W 12th Street, Brooklyn, NY 11224",PS 90 Coney Island,Year Round,Wednesday (Start Time: 7:30 AM - End Time:  10:30 AM),,,313,47,3035000,,,40.57825446,-73.97970298,60,40777,POINT (-73.97970298 40.57825446),,,46,8,BKS13,BKS132,BKS,23
Brooklyn,Crown Heights (North),NW New York Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3031702,,,40.67049108,-73.94772705,77,40376,POINT (-73.94772705 40.67049108),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=171,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363863,43,9,BKN08,BKN082,BKN,20
Bronx,Pelham Parkway-Van Nest,Bronx Park East Farmers Market,"2222 Bronx Park East, Bronx, NY, 10462",Uptown & Boogie Healthy Project,June 25 - November 12,Sundays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",,211,13,2023000,,,40.8504801,-73.8679953,49,40751,POINT (-73.8679953 40.8504801),,,80,15,BX11,BX111,BX,33
Bronx,Kingsbridge Heights-Van Cortlandt Village,SW Heath Avenue & West Kingsbridge Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,208,14,2027300,,,40.87283555,-73.90491128,50,40704,POINT (-73.90491128 40.87283555),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=438,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364130,78,13,BX08,BX081,BX,31
Manhattan,Upper East Side-Yorkville,NW 2nd Ave & 82nd Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,5,1013800,,,40.77544608,-73.95359468,19,40513,POINT (-73.95359468 40.77544608),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=247,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363939,76,12,MN08,MN084,MN,28
Brooklyn,Crown Heights (North),NW Albany Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3033900,,,40.67112072,-73.93931296,77,40381,POINT (-73.93931296 40.67112072),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=176,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363868,43,9,BKN08,BKN082,BKN,20
Manhattan,West Village,SW 7th Avenue South & Perry St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,102,3,1007100,,,40.73565255,-74.00171998,6,40472,POINT (-74.00171998 40.73565255),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=314,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364006,66,10,MN02,MN022,MN,47
Manhattan,East Harlem (South),NW East 106th Street & Park Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1017401,,,40.79314192,-73.94825712,23,40645,POINT (-73.94825712 40.79314192),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=391,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364083,68,13,MN11,MN111,MN,29
Manhattan,Gramercy,NW 2 Ave & E 23 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,106,2,1006400,,,40.73800402,-73.98096538,13,40569,POINT (-73.98096538 40.73800402),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=378,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364070,74,12,MN06,MN061,MN,59
Manhattan,Chinatown-Two Bridges,SE Montgomery St & Cherry St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,1,1000201,,,40.71162586,-73.98504528,7,40508,POINT (-73.98504528 40.71162586),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=238,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363930,65,10,MN03,MN031,MN,27
Brooklyn,Prospect Heights,SW Vanderbilt Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3016300,,,40.68014247,-73.96811318,78,40349,POINT (-73.96811318 40.68014247),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=159,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363851,44,10,BKN08,BKN081,BKN,25
Brooklyn,Prospect Lefferts Gardens-Wingate,Maple Street Community Garden,"237 Maple St, Brooklyn, NY 11225",Maple Street Community Garden,Year Round,Wednesday and Saturday (Start Time: 10:30 AM - End Time:  12:30 PM),,www.maplestreetcommunitygarden.com,309,40,3080000,,,40.66085,-73.95283,71,40740,POINT (-73.95283 40.66085),,,43,9,BKN09,BKN092,BKN,20
